City,Brand,Model,Year,Type,Color,Displacement,HP,Fuel type,Mielage,Transmission,Drivetrain,New,Price
Bakı,Mercedes,C 230,2006,Sedan,Qara,2.5 L,204 a.g.,Benzin,241 000 km,Avtomat,Arxa,Xeyr,14000 AZN
Bakı,Mercedes,C 240,2001,Sedan,Yaşıl,2.4 L,177 a.g.,Benzin,367 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,480 211 km,Avtomat,Arxa,Xeyr,8400 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Tünd qırmızı,2.0 L,136 a.g.,Benzin,339 000 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 230,2000,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,229 077 km,Avtomat,Arxa,Xeyr,13300 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 240,2000,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,267 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 200,2000,Sedan,Göy,2.0 L,136 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 240,1999,Sedan,Göy,2.4 L,170 a.g.,Benzin,277 192 km,Avtomat,Arxa,Xeyr,12200 AZN
Bakı,Mercedes,C 300,2015,Sedan,Ağ,0.2 L,245 a.g.,Benzin,52 000 km,Avtomat,Arxa,Xeyr,29000 $
Sumqayıt,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,257 000 km,Avtomat,Arxa,Xeyr,14000 AZN
Şamaxı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,280 199 km,Avtomat,Ön,Xeyr,15000 AZN
Bakı,Mercedes,C 220,1997,Sedan,Göy,2.2 L,143 a.g.,Dizel,286 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,251 000 km,Avtomat,Tam,Xeyr,11700 AZN
Bakı,Mercedes,C 200,1995,Sedan,Gümüşü,2.0 L,122 a.g.,Benzin,435 000 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 240,2003,Sedan,Qızılı,2.6 L,177 a.g.,Benzin,258 000 km,Avtomat,Arxa,Xeyr,13900 AZN
Bakı,Mercedes,C 180,1996,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,165 000 km,Avtomat,Arxa,Xeyr,8700 AZN
Bakı,Mercedes,C 180,1996,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,9200 AZN
Bakı,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,439 585 km,Avtomat,Arxa,Xeyr,9000 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,238 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 180,1999,Universal,Göy,1.8 L,122 a.g.,Benzin,295 000 km,Mexaniki,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 230,2000,Sedan,Qara,2.3 L,150 a.g.,Benzin,130 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Oğuz,Mercedes,C 180,1999,Sedan,Qara,1.8 L,122 a.g.,Benzin,222 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 230,2006,Sedan,Qızılı,2.5 L,250 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,15300 AZN
Bakı,Mercedes,C 180,1997,Universal,Qızılı,1.8 L,122 a.g.,Benzin,271 584 km,Avtomat,Arxa,Xeyr,10300 AZN
Bakı,Mercedes,C 180,1995,Sedan,Qara,1.8 L,122 a.g.,Benzin,320 500 km,Avtomat,Arxa,Xeyr,7000 AZN
Bakı,Mercedes,C 180,2000,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,324 500 km,Avtomat,Arxa,Xeyr,12000 AZN
Bərdə,Mercedes,C 200,1995,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,495 000 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 230,1998,Sedan,Gümüşü,2.3 L,136 a.g.,Benzin,217 000 km,Avtomat,Arxa,Xeyr,12800 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11600 AZN
Sumqayıt,Mercedes,C 240,2003,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,276 000 km,Avtomat,Arxa,Xeyr,12600 AZN
Bakı,Mercedes,C 180,1994,Sedan,Boz,1.8 L,122 a.g.,Benzin,234 521 km,Avtomat,Arxa,Xeyr,8300 AZN
Bakı,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,285 000 km,Avtomat,Arxa,Xeyr,8800 AZN
Bakı,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,204 800 km,Avtomat,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 230,2000,Sedan,Boz,2.3 L,150 a.g.,Benzin,205 495 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 240,1998,Universal,Ağ,2.4 L,170 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 240,2003,Sedan,Qara,2.6 L,177 a.g.,Benzin,195 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 200,2002,Sedan,Gümüşü,2.0 L,163 a.g.,Benzin,212 000 km,Avtomat,Arxa,Xeyr,12400 AZN
Sumqayıt,Mercedes,C 220,1994,Sedan,Göy,2.2 L,146 a.g.,Benzin,438 000 km,Avtomat,Arxa,Xeyr,8200 AZN
Bakı,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,352 000 km,Avtomat,Arxa,Xeyr,7700 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,259 000 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 180,1993,Sedan,Boz,1.8 L,122 a.g.,Benzin,258 250 km,Mexaniki,Arxa,Xeyr,6000 AZN
Bakı,Mercedes,C 320,2002,Sedan,Gümüşü,3.2 L,218 a.g.,Benzin,222 222 km,Avtomat,Arxa,Xeyr,12800 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,143 a.g.,Benzin,290 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 220,2000,Sedan,Göy,2.2 L,146 a.g.,Dizel,370 000 km,Avtomat,Arxa,Xeyr,13100 AZN
Gəncə,Mercedes,C 180,1999,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,250 000 km,Mexaniki,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,226 000 km,Avtomat,Arxa,Xeyr,13500 AZN
Şirvan,Mercedes,C 220,1999,Sedan,Ağ,2.2 L,143 a.g.,Dizel,286 000 km,Avtomat,Arxa,Xeyr,14200 AZN
Şəki,Mercedes,C 220,1996,Sedan,Yaşıl,2.2 L,146 a.g.,Dizel,435 000 km,Mexaniki,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 180,1999,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,240 000 km,Mexaniki,Arxa,Xeyr,9300 AZN
Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,166 000 km,Avtomat,Arxa,Xeyr,10700 AZN
Bakı,Mercedes,C 180,1998,Sedan,Qara,1.8 L,122 a.g.,Benzin,356 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,163 a.g.,Benzin,298 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,10450 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Sumqayıt,Mercedes,C 180,1998,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,398 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qızılı,2.2 L,146 a.g.,Dizel,367 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 270,2003,Sedan,Qara,2.7 L,170 a.g.,Dizel,170 000 km,Avtomat,Arxa,Xeyr,16500 AZN
Bakı,Mercedes,C 200,1999,Universal,Boz,2.0 L,136 a.g.,Benzin,237 000 km,Avtomat,Arxa,Xeyr,11100 AZN
Bakı,Mercedes,C 180,1997,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,450 000 km,Mexaniki,Arxa,Xeyr,8700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,146 a.g.,Benzin,345 000 km,Avtomat,Arxa,Xeyr,12200 AZN
Bakı,Mercedes,C 200,2001,Sedan,Ağ,2.0 L,136 a.g.,Benzin,320 000 km,Mexaniki,Arxa,Xeyr,11400 AZN
Bakı,Mercedes,C 180,1998,Sedan,Yaşıl,2.0 L,122 a.g.,Benzin,221 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Gəncə,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,235 000 km,Avtomat,Arxa,Xeyr,12400 AZN
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,170 000 km,Avtomat,Arxa,Xeyr,13300 AZN
Bakı,Mercedes,C 230,1997,Sedan,Qara,2.3 L,150 a.g.,Benzin,202 300 km,Avtomat,Arxa,Xeyr,11300 AZN
Bakı,Mercedes,C 240,1998,Universal,Qara,2.4 L,170 a.g.,Benzin,482 700 km,Avtomat,Arxa,Xeyr,9000 AZN
Bakı,Mercedes,C 230,1998,Sedan,Qara,2.3 L,193 a.g.,Benzin,250 000 km,Avtomat,Tam,Xeyr,9500 AZN
Bakı,Mercedes,C 240,2001,Sedan,Göy,2.4 L,170 a.g.,Benzin,227 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Sumqayıt,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,265 734 km,Avtomat,Arxa,Xeyr,11600 AZN
Bakı,Mercedes,C 280,2000,Sedan,Qara,2.8 L,197 a.g.,Benzin,283 000 km,Avtomat,Arxa,Xeyr,16500 AZN
Bakı,Mercedes,C 230,1997,Sedan,Tünd qırmızı,2.3 L,150 a.g.,Benzin,267 300 km,Avtomat,Arxa,Xeyr,8200 AZN
Bakı,Mercedes,C 200,1996,Sedan,Ağ,2.0 L,136 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,10700 AZN
Qazax,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,216 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,143 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 230,2005,Sedan,Ağ,2.3 L,195 a.g.,Benzin,145 000 km,Avtomat,Arxa,Xeyr,14900 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Sumqayıt,Mercedes,C 180,1998,Sedan,Qara,1.8 L,122 a.g.,Benzin,228 557 km,Avtomat,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 240,2000,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,210 000 km,Avtomat,Arxa,Xeyr,13252 AZN
Bakı,Mercedes,C 200,2000,Sedan,Qara,2.0 L,136 a.g.,Benzin,258 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 230,2003,Sedan,Gümüşü,2.3 L,195 a.g.,Benzin,208 090 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 220,1995,Sedan,Gümüşü,2.2 L,150 a.g.,Benzin,380 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Salyan,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,370 000 km,Avtomat,Arxa,Xeyr,8800 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,296 236 km,Avtomat,Arxa,Xeyr,12000 AZN
Sumqayıt,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,298 000 km,Avtomat,Arxa,Xeyr,12200 AZN
Bakı,Mercedes,C 200,1997,Sedan,Tünd qırmızı,2.0 L,136 a.g.,Benzin,252 000 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1997,Universal,Göy,2.0 L,136 a.g.,Benzin,40 003 km,Avtomat,Arxa,Xeyr,9300 AZN
Bakı,Mercedes,C 180,2017,Sedan,Qara,1.6 L,156 a.g.,Benzin,17 200 km,Avtomat,Arxa,Xeyr,46000 $
Sumqayıt,Mercedes,C 180,1995,Sedan,Göy,1.8 L,122 a.g.,Benzin,340 000 km,Avtomat,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 220,1999,Sedan,Boz,2.2 L,150 a.g.,Dizel,350 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,276 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 200,2000,Sedan,Göy,2.0 L,136 a.g.,Benzin,290 900 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 240,1999,Universal,Qara,2.4 L,170 a.g.,Benzin,390 000 km,Avtomat,Arxa,Xeyr,10600 AZN
Bakı,Mercedes,C 240,1998,Sedan,Göy,2.4 L,170 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Xırdalan,Mercedes,C 180,1996,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,8100 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Qazax,Mercedes,C 240,1998,Sedan,Göy,2.4 L,170 a.g.,Benzin,209 180 km,Avtomat,Arxa,Xeyr,14000 AZN
Xudat,Mercedes,C 200,1995,Sedan,Ağ,2.0 L,136 a.g.,Benzin,373 000 km,Avtomat,Arxa,Xeyr,9000 AZN
Bakı,Mercedes,C 220,1997,Sedan,Gümüşü,2.2 L,105 a.g.,Dizel,250 000 km,Avtomat,Arxa,Xeyr,9900 AZN
Bakı,Mercedes,C 200,1998,Sedan,Göy,2.0 L,136 a.g.,Benzin,192 500 km,Avtomat,Ön,Xeyr,12300 AZN
Bakı,Mercedes,C 220,1995,Sedan,Yaşıl,2.2 L,146 a.g.,Benzin,351 051 km,Avtomat,Arxa,Xeyr,8000 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 240,2000,Sedan,Ağ,2.4 L,170 a.g.,Benzin,303 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Xırdalan,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,258 000 km,Avtomat,Arxa,Xeyr,12900 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,222 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 240,1998,Sedan,Göy,2.4 L,170 a.g.,Benzin,362 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 250,1997,Sedan,Gümüşü,2.5 L,150 a.g.,Dizel,356 000 km,Avtomat,Arxa,Xeyr,8200 AZN
Quba,Mercedes,C 180,1995,Sedan,Göy,1.8 L,122 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 220,2005,Universal,Qara,2.2 L,146 a.g.,Dizel,220 000 km,Avtomat,Arxa,Xeyr,14500 AZN
Ucar,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,322 540 km,Avtomat,Arxa,Xeyr,8700 AZN
Bakı,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,243 000 km,Avtomat,Arxa,Xeyr,11450 AZN
Sumqayıt,Mercedes,C 280,1993,Sedan,Bənövşəyi,2.8 L,193 a.g.,Benzin,30 000 km,Avtomat,Ön,Xeyr,5800 AZN
Bakı,Mercedes,C 180,1999,Sedan,Qara,1.8 L,122 a.g.,Benzin,246 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 300,2015,Sedan,Ağ,2.0 L,265 a.g.,Benzin,20 000 km,Avtomat,Arxa,Xeyr,33900 $
Bakı,Mercedes,C 230,1999,Sedan,Göy,2.3 L,150 a.g.,Benzin,165 000 km,Avtomat,Arxa,Xeyr,11300 AZN
Bakı,Mercedes,C 180,1997,Sedan,Ağ,1.8 L,122 a.g.,Benzin,439 400 km,Avtomat,Arxa,Xeyr,6500 $
Bakı,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,224 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Sumqayıt,Mercedes,C 180,2000,Universal,Yaşıl,1.8 L,122 a.g.,Benzin,234 000 km,Mexaniki,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 300,2009,Sedan,Ağ,3.0 L,231 a.g.,Benzin,137 073 km,Avtomat,Tam,Xeyr,31500 AZN
Bakı,Mercedes,C 240,2001,Sedan,Göy,2.4 L,170 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,13400 AZN
Bakı,Mercedes,C 180,1999,Sedan,Qara,1.8 L,122 a.g.,Benzin,335 000 km,Avtomat,Arxa,Xeyr,10900 AZN
Sumqayıt,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,243 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,313 000 km,Mexaniki,Arxa,Xeyr,6500 AZN
Bakı,Mercedes,C 200,1999,Sedan,Göy,2.0 L,136 a.g.,Benzin,167 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 200,1995,Sedan,Qara,2.0 L,136 a.g.,Benzin,322 000 km,Avtomat,Arxa,Xeyr,8300 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 230,1997,Sedan,Qara,2.3 L,150 a.g.,Benzin,195 450 km,Avtomat,Arxa,Xeyr,10000 AZN
Şabran,Mercedes,C 200,2001,Sedan,Qara,2.0 L,163 a.g.,Benzin,186 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,158 555 km,Avtomat,Arxa,Xeyr,10999 AZN
Bakı,Mercedes,C 220,1997,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,250 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 230,1997,Sedan,Qara,2.3 L,150 a.g.,Benzin,216 634 km,Avtomat,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 200,2001,Sedan,Yaş Asfalt,2.0 L,164 a.g.,Benzin,222 000 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,399 999 km,Avtomat,Arxa,Xeyr,11399 AZN
Bakı,Mercedes,C 220,1998,Universal,Mavi,2.2 L,150 a.g.,Dizel,361 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Mingəçevir,Mercedes,C 180,1999,Universal,Ağ,1.8 L,122 a.g.,Benzin,354 200 km,Mexaniki,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 180,1999,Sedan,Qara,1.8 L,122 a.g.,Benzin,269 679 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 220,2008,Sedan,Qara,2.2 L,170 a.g.,Dizel,227 337 km,Avtomat,Arxa,Xeyr,17000 $
Bakı,Mercedes,C 240,1998,Sedan,Yaşıl,2.4 L,170 a.g.,Benzin,288 250 km,Avtomat,Arxa,Xeyr,11300 AZN
Gəncə,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,140 526 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 220,1999,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,320 000 km,Avtomat,Arxa,Xeyr,12800 AZN
